new_id,old_id,EGFR,CDH1,ESR1,GATA3,H3F3B,MKI67,ACTA2,VIM,CASP3,ERBB2,TP53,KRT19,PGR,MYC,FN1,KRT14,SNAI2,MS4A1,VWF,KRT5,CD44,PTPRC,CD68,CD3E,CA9,KRT8,KRT7,TWIST1,RPS6,MTOR
597,not_cohort,-0.9984,-2.801388889,1.157,0.6371,0.584,0.657,-3.3464,-5.0831836,-0.4723,0.4921,0.8723,-3.4951,1.7901,-2.4526,-0.0365,-0.0682,-1.2223,0.37425,-0.6272,-1.1722,1.5169,-0.4753,-1.4245,-0.91,-0.426,-0.4765,-2.856272,-1.4702,-0.014,1.3713
598,not_cohort,-1.0162,0.863425926,0.7552,0.5656,2.5308,0.4298,-5.2086,-16.09846964,-2.8069,0.8127,-1.6634,0.1015,1.1364,-2.8392,-1.6608,-2.8637,-2.0829,-1.326,-1.8976,-1.2218,-1.4911,-1.3589,-1.2922,-0.7545,1.349,0.0572,-2.94304,-1.9397,-2.0448,0.4261
599,not_cohort,-1.0618,-3.578240741,0.1615,-0.2354,0.1674,-0.8566,-3.6204,-5.787761776,-3.9375,0.6617,-1.4731,-0.3734,-0.0312,-3.444,-0.2582,0.3809,-0.5569,1.6175,1.5199,-0.7132,-2.7692,-1.2796,-1.2139,0.2146,-0.5887,-0.6501,-3.21776,-1.8368,-2.7665,-2.537
600,not_cohort,-0.6265,0.981018519,0.5626,0.3755,3.4421,0.7857,-2.6256,-4.67680074,1.6404,-0.1258,-0.0274,0.9892,-0.278,-0.7748,-1.4143,-1.0417,-2.2719,0.59775,-1.0322,-0.7188,0.1353,-1.1503,-0.9328,-0.6044,-0.5098,0.96,-1.42936,-0.419,-0.9886,-1.0907
601,not_cohort,-0.6361,-1.186574074,1.1168,0.5451,0.1769,0.618,-0.6616,-1.57252498,-0.9528,0.2122,-0.2365,0.1366,-0.9162,-0.2221,0.221,-0.3873,0.3792,1.326,-0.1459,-1.1318,1.1615,-0.5716,-1.5915,-0.2808,-0.4971,1.1174,-2.964256,0.0482,-0.8045,0.2095
602,not_cohort,-0.4681,-0.939351852,0.779,0.0629,-0.5251,1.0903,-1.885,-3.858054804,-1.1511,0.8679,-0.7078,0.7307,0.974,-1.7043,-0.7998,-1.3009,-1.0245,3.28575,-0.3353,-0.717,-0.8243,-1.1255,-0.8599,-0.2679,-0.1092,1.033,-0.63784,-0.3734,0.6661,0.553
603,not_cohort,-0.5454,2.535416667,0.6282,0.4991,1.2256,1.2853,-2.6706,-5.919598356,0.8241,0.6872,-0.8825,1.1203,0.6666,-2.1937,-0.6778,-2.4746,-1.654,3.79675,-0.2314,-1.042,-0.4482,-1.3688,-1.2341,-0.5255,-0.5757,1.8413,-2.623712,1.2734,-1.7091,-0.2632
604,not_cohort,-0.6531,-2.273148148,1.058,0.4482,0.9681,1.322,-5.1448,-0.977493488,-0.206,-0.1206,-0.0958,-0.4068,2.4304,-0.1533,-0.4342,-1.2613,-1.7625,-3.5545,-0.7206,-0.6727,0.2092,-0.3707,-0.4809,-0.5243,-0.7072,-0.598,-3.371168,-1.0667,-2.4938,-0.0132
605,not_cohort,-0.5332,-0.040277778,0.9983,0.5737,0.2066,0.5206,1.17,0.465641364,-0.8064,0.2737,-0.3858,-0.0538,0.8257,-0.5988,-0.0129,-1.4676,-0.4061,-0.83725,0.9462,0.178,0.4875,-0.3525,0.0535,-0.7792,-0.8162,-0.1035,1.126896,-0.613,-0.3868,0.1205
606,not_cohort,-0.2074,2.207407407,0.6884,0.625,-0.8774,0.5914,-2.5138,2.071601188,-0.4955,1.11,-0.3929,1.3331,-1.0736,-0.2461,-0.996,-2.7876,-1.1355,-1.5515,1.3056,-0.7764,0.7802,-0.8583,-1.2,-0.339,-0.8532,-0.5232,-2.260048,-0.8478,0.1685,0.6767
607,not_cohort,0.2362,-0.686805556,1.0927,0.4579,0.8409,1.2163,0.739,-2.220019276,-0.586,0.59,-0.8506,0.5001,-0.8852,-1.338,-1.7751,0.6145,-1.2854,-1.367,-0.0743,1.5155,1.2152,-1.1679,-1.1738,-0.5732,-0.4525,-0.6417,3.713344,-0.9493,0.4063,1.466
608,not_cohort,-0.948,2.325,0.7462,0.3972,1.7213,1.0448,-2.1998,-7.808531128,-0.54,0.2317,-0.6683,0.4902,0.7751,-2.0104,-0.8515,-0.3912,-1.4828,-4.05125,-0.5734,-0.8457,-1.1536,-0.8971,-1.6471,-0.4128,-0.6297,-0.284,-0.882912,-1.3056,-1.8682,-1.1404
609,not_cohort,-0.1685,-3.396527778,0.6799,0.0556,1.0515,-0.0952,1.4486,2.482605124,-0.3342,-0.3643,-0.4145,-3.7829,-0.8278,-1.4226,0.4927,-0.9371,0.7227,0.75075,1.2508,0.2145,-0.4349,0.9652,-0.2604,1.7573,-0.439,-0.6353,1.842256,0.5905,0.3266,0.0542
610,not_cohort,-0.064,-2.468981481,0.2461,-0.0957,-0.5046,0.6715,1.049,-2.710396988,-0.827,-0.3822,-1.0751,-0.3766,-0.8889,-2.8166,-0.8231,0.9513,-0.3883,0.381,-0.4305,-0.4394,-1.9642,-0.895,-1.3055,2.9111,1.3985,-0.064,-1.291456,1.1929,-2.0832,0.6416
611,not_cohort,-0.0086,0.779398148,0.6169,0.6043,-2.216,1.4828,1.804,-3.77976834,1.5143,0.0775,-1.2947,0.2902,1.2189,0.3483,0.0482,0.0255,-0.9588,-4.294,-0.6771,0.0105,-0.4112,-0.6843,-1.2802,-0.8917,-0.7039,-0.3671,-0.52088,-0.4697,-1.221,0.8637
612,not_cohort,-0.7883,0.889583333,0.3617,0.2652,-0.1283,-2.3095,-2.8854,-4.615095784,0.5663,0.2189,-0.384,0.0076,-1.2293,-2.1852,-1.299,0.9668,-2.613,0.757,0.8585,-0.899,-1.9452,-0.1636,-1.4442,3.8407,-0.6489,0.0091,-2.921008,-1.2161,-1.036,0.5366
613,not_cohort,0.1319,-1.864351852,-0.0516,0.4298,-0.3396,1.2385,-0.4456,-4.86164378,-0.6755,-0.2836,1.1506,0.6683,0.6772,-1.9528,-1.1464,1.2682,-2.1515,1.43575,0.6645,0.7175,1.5801,-1.4649,-1.2594,-1.1752,0.8745,1.7559,3.682064,-1.5544,-0.1211,1.9688
614,not_cohort,-0.8323,-0.949537037,0.7894,0.5289,-0.7787,0.3318,-0.5002,-3.937972236,-1.1662,0.5446,-0.4585,0.587,0.2507,-2.8009,-0.2582,0.5271,-0.4601,3.927,0.4139,-0.9678,-0.5124,-1.3263,-1.6171,0.3257,-0.5659,0.6797,-3.366,-0.554,-1.6907,0.4513
615,not_cohort,-0.7599,-0.696296296,1.057,1.2382,1.0867,0.617,-3.7486,-6.37844402,-0.9264,0.6429,-0.7667,-0.3726,1.1048,-2.5831,-0.2975,-1.8493,-2.5942,5.61475,-1.8137,-1.1091,-1.0453,-0.5165,-1.9397,-0.4392,0.1595,-0.2111,-3.545792,-1.5715,-0.686,0.9553
616,not_cohort,0.1684,-2.851388889,0.3609,0.1016,1.4431,0.4505,2.5822,-4.359033808,-1.8692,-0.7498,0.3832,0.1201,0.993,-1.2715,-1.1475,0.3828,-0.6112,-3.7615,-0.1729,1.3863,-0.4885,-1.1667,-1.2096,-0.4033,1.6575,0.5212,3.608896,-0.5924,0.7043,-0.388
617,not_cohort,-0.8712,-2.233564815,0.4561,0.4575,1.2867,-0.3696,-3.024,-13.46771826,-2.1988,1.0187,-1.8078,-3.8478,-0.2989,-3.3187,-0.7611,0.541,-2.7395,3.33925,0.0198,-0.63,-3.4303,-1.0744,-1.5501,0.7769,-0.3652,-0.0522,-0.915008,-1.9149,-2.846,0.1932
618,not_cohort,-0.5224,-3.818981481,1.022,0.7258,-0.0552,0.3814,1.049,-0.354463712,-0.1813,0.2534,0.0929,-0.1709,0.6263,-2.2319,0.0655,-0.1757,-0.5396,-0.413,-0.2442,-0.2313,0.3785,-1.3923,-1.4411,-0.0751,-0.9332,-0.3867,-0.631856,-0.7709,-0.263,0.1244
619,not_cohort,-1.0203,6.700462963,0.2849,1.0461,3.3551,-0.0124,-3.3308,-9.070084876,-2.833,0.4809,0.7693,0.6428,0.5999,-1.1736,-1.2237,-2.6221,-1.9951,7.137,-0.6869,-1.0171,-1.54,-0.8701,-1.419,-0.8573,-0.0293,-0.3835,-2.485264,-1.5033,0.6856,0.2054
620,not_cohort,-1.2872,2.382407407,0.5229,0.8633,-0.1326,0.0607,-3.8852,-7.096341768,-0.1043,0.6751,0.9658,0.8946,0.8857,-2.3296,-1.0392,0.8704,-2.2699,2.14875,0.0384,-0.7153,0.0735,-0.8387,-1.8353,0.3585,-0.2294,1.7582,-1.35728,-2.1782,0.386,1.1982
621,not_cohort,-0.8514,0.64375,0.9293,0.7957,1.2635,0.4368,-0.5334,-5.33054708,-0.028,0.5655,-1.2828,0.9303,0.3168,-2.5115,-1.0035,-1.2577,-1.6303,-0.858,-0.2258,-0.7278,-0.6496,-1.1464,-1.3114,-0.6658,-0.4935,0.7116,-2.244272,-1.15,-2.1941,1.4435
622,not_cohort,-0.9866,3.85462963,-0.1383,-0.0187,-0.1276,-0.0285,-4.0914,-10.66598706,-0.9927,0.544,-1.7095,0.1193,0.8171,-2.0991,-0.3798,0.5057,-1.8267,4.84275,1.1995,-0.2483,-4.208,-1.4707,-0.2503,3.6438,0.1533,0.4078,-2.326144,-1.5755,-1.8072,-1.8975
623,not_cohort,-0.7063,-0.957175926,0.5843,0.5374,-0.6919,-0.065,-2.7118,-6.423567468,-2.4577,0.3777,-0.8237,0.8645,-0.5944,-1.3106,-1.0715,0.79,-1.455,0.299,-0.2506,-0.8071,-1.109,-0.5663,-1.6712,0.7722,-0.6714,1.5534,-3.234896,-1.2105,-1.0338,-0.0738
624,not_cohort,-0.9796,0.157407407,0.3628,1.1368,-0.7326,-0.4222,-1.3994,-10.68800513,-0.6154,0.6443,0.875,0.9828,0.8632,-1.5315,-0.086,0.9935,-1.87,-1.53625,-0.9991,0.2406,-0.5887,-1.5124,-1.3018,0.6216,1.3777,1.9979,1.907264,-1.3473,-1.2783,1.3882
625,cohort,0.3948,-1.128858025,0.3673,0.534,-0.3624,0.3037,2.2626,2.260521648,-1.1058,-0.153,0.1272,0.1872,1.2831,0.0667,-1.0179,0.7657,0.819,0.60975,0.9803,1.9688,0.4915,-0.6718,-0.6233,-0.0604,-0.1001,1.0029,5.827328,-0.2592,0.6332,0.7568
626,cohort,-0.1068,-1.963220165,0.3485,0.4073,0.5856,-0.4346,0.8338,0.137327506,-1.3291,0.0528,0.4209,0.2143,-1.0708,-0.6637,-0.049,0.0321,0.5857,-1.52725,0.8543,1.2793,0.4432,-1.148,-0.5168,0.1586,-0.2186,-0.5675,3.424752,0.2658,-0.204,0.2115
627,not_cohort,-0.7358,-2.665277778,0.2354,0.6679,1.1066,-0.456,0.649,-4.716759456,-0.4035,0.8441,0.0231,0.2008,2.1031,-1.9695,-1.0348,0.2298,-1.468,-2.29175,0.0014,-0.4634,-0.3051,-0.5349,-1.7334,1.2092,0.6573,0.6675,0.79696,-0.9336,-0.6044,0.7121
628,not_cohort,-0.5682,0.671064815,0.8718,0.8679,0.0447,0.3213,-1.6604,-2.93166498,0.0588,0.0642,0.4194,1.1494,2.4519,-1.9911,-0.5022,1.4059,-0.8466,-0.3605,-0.7699,-0.664,0.6515,-1.0449,-1.05,0.3395,-0.5458,2.3626,-1.8156,-0.1273,-0.9007,1.2272
629,not_cohort,-0.7241,0.165972222,0.9938,0.646,0.3905,0.0701,-0.5002,-3.649019072,-0.6429,0.28,0.1416,0.6493,0.097,-1.9983,-0.4195,-0.0927,-1.2416,0.345,0.1765,-0.9084,-1.5463,-0.8524,-1.5793,0.175,-0.5456,0.8975,-3.317312,-0.5789,-1.1525,0.6438
630,not_cohort,-0.9153,2.508333333,1.1555,0.3921,2.881,0.6903,-1.9444,-4.387032092,-1.2292,0.2215,-1.1917,1.2357,-0.2446,-0.4657,-0.1004,0.626,-1.9856,-3.32625,-1.0791,-0.7786,0.4252,-1.3231,-0.9873,-0.5863,-1.0966,1.2487,-1.892032,-1.0181,-1.9083,1.0078
631,not_cohort,-0.3339,0.064351852,0.5867,1.1602,0.9774,0.0614,0.739,-2.989836172,-0.7576,1.2478,-0.1248,0.6781,0.6064,-1.1858,-1.6637,0.3362,-0.7071,2.018,-1.2432,0.665,0.7815,-0.4119,-1.7458,-0.7295,0.7398,1.1587,2.735776,-1.2942,0.4628,0.6635
632,not_cohort,-0.4684,3.247453704,0.8094,0.5553,-1.02,0.0389,0.181,-0.493639648,-0.4939,0.5603,0.0222,0.9801,0.666,-1.4664,-0.0462,-1.5491,-0.0441,-1.05025,-0.2281,-1.0077,0.5786,-0.3386,-1.3702,-0.6992,-1.0839,1.3089,-3.043952,-0.6894,0.2634,1.2608
633,not_cohort,-0.4972,-0.981481481,0.9845,1.3254,-0.3568,-2.6173,-2.647,-4.27041788,-0.6401,0.6807,1.3657,0.6812,0.4115,-2.4889,0.3047,0.6397,-1.2408,-3.96175,-0.4049,-1.3355,0.1642,-0.8298,-1.6445,-1.2208,0.4441,0.9252,-2.417536,-1.0034,-0.7708,0.5565
634,not_cohort,-1.015,6.008333333,0.6346,0.7154,1.1795,0.5925,-2.1998,-4.689848484,0.7512,0.2159,-0.5573,0.8063,0.235,-0.0559,-1.6401,-1.4509,-2.004,-2.06775,-2.7551,-0.892,0.2719,-1.4577,-1.0078,-1.2668,-0.5949,0.9151,-2.89,-0.1625,-0.2769,0.6438
635,not_cohort,-0.6875,-2.265046296,0.1786,0.7366,0.3227,-1.0343,-1.0594,-10.54964468,-2.1499,1.0449,-0.9873,0.2826,1.0675,-1.8812,-1.0576,0.7851,-1.7233,-4.99275,-0.5236,0.4709,-0.3769,-0.8605,-1.1864,-0.7324,0.8479,0.5062,2.706672,-2.1126,-0.6711,1.2704
636,not_cohort,-0.3518,-0.202314815,1.036,0.6654,-0.7286,0.0594,1.804,-0.823095184,-0.3628,0.3137,0.0808,0.2494,-0.5089,-1.4551,0.0745,0.9346,-0.0387,0.1,-0.2474,-0.122,-0.5717,-1.5034,-1.0761,-0.6655,-0.6732,-0.5343,1.184288,-0.0228,-0.9748,0.59
637,not_cohort,-0.776,-2.286111111,1.1558,1.1744,-0.3238,1.1658,-5.5828,-3.7852049,-0.3949,0.1861,0.6128,0.176,1.1016,-1.2337,-0.4083,0.3564,-1.2279,0.30575,-0.817,-1.0437,1.7862,-0.3363,-1.2409,-0.4329,-0.3721,0.1844,-3.135888,-0.8898,0.8705,0.7074
638,not_cohort,-0.9787,-2.507175926,0.2446,0.9313,-1.5891,0.8576,1.5274,0.714363984,-0.2118,0.9593,1.6614,1.0241,0.7363,-0.2067,0.6272,-2.5793,0.5743,-1.80375,-0.2614,-0.9998,-1.0244,-0.3144,-0.2692,0.1977,-0.7166,0.5059,-3.226192,-0.8913,-0.642,-0.6783
639,not_cohort,-0.4827,1.068287037,0.6034,0.6736,-0.022,0.2842,1.6946,0.714363984,0.5639,0.2319,0.1155,0.6795,-0.6243,-1.7265,0.2774,0.9055,-0.2075,-0.81625,0.3865,-0.1189,0.0765,-0.3762,-0.6103,0.4285,-0.16,0.725,0.26656,-0.636,0.0773,0.6345
640,not_cohort,0.0064,0.330555556,0.8713,0.5086,-1.1045,0.4223,1.876,0.51919148,-0.9353,0.0771,1.2799,0.7464,-0.0381,-0.4554,-0.0299,0.7669,-0.0156,-5.249,-0.3117,0.0191,-1.1462,-1.1393,-0.5802,-0.8474,-0.4189,0.7644,0.374544,-0.7775,0.0613,-0.8058
641,not_cohort,-1.3048,3.356944444,1.0621,0.9736,1.6288,-2.4059,-1.3994,-7.856101028,1.4039,0.8678,-0.6107,1.3118,-0.3604,-2.5715,-1.0295,0.764,-2.1671,0.40225,-1.1402,-0.6429,-2.9427,-0.7207,-1.5399,-0.6892,-0.523,0.3145,-2.257872,-2.1725,-1.1279,1.1081
642,not_cohort,-0.4612,-2.956481481,1.0576,0.8686,-1.6315,0.625,1.293,2.27248208,-0.4749,0.1632,-0.0751,0.145,-0.1371,-0.571,1.3968,0.4465,0.5553,3.09225,0.1005,-0.3886,-0.2615,-0.3493,0.9416,-0.5473,-0.677,0.4627,-0.515168,-0.4349,-0.0442,-0.0391
643,not_cohort,0.212,-1.330787037,0.8255,-0.096,-0.4285,0.206,1.3252,1.669567576,-0.9697,-0.0559,1.3387,0.177,0.7211,-0.9296,0.427,1.1383,0.4577,3.5475,0.3667,-0.5358,0.4839,-1.0945,-0.795,-0.6199,0.7086,0.4621,-1.20496,-0.4599,0.0271,1.2831
644,not_cohort,-0.8123,-0.198148148,0.5752,0.736,0.1008,0.8815,-2.5354,-4.4987534,0.23,0.2074,0.795,0.6328,0.9849,-0.172,-0.6902,0.7704,-1.421,0.327,-0.7883,0.0426,-1.6474,-1.8812,-0.7185,-0.9727,-0.5796,1.6257,0.079424,-1.1757,-0.9002,-0.6732
645,not_cohort,-0.5771,-2.376157407,0.9287,0.6817,-0.7772,0.2781,1.7972,1.17837438,-0.1175,0.0418,0.0607,0.332,1.8455,-0.6541,-0.5559,-0.4942,0.3747,0.36975,1.6134,0.4972,-0.3595,-1.1022,-1.0497,-0.7055,-0.2775,0.0676,2.479008,-1.2952,-0.0937,0.4411
646,not_cohort,-0.3121,-0.961342593,0.6142,0.8541,-0.4303,1.5782,-1.179,-0.736925708,2.0187,-0.0634,0.2217,0.4095,-0.2334,-1.0191,-0.2789,-1.3745,-0.8771,0.194,-0.3253,-0.668,-1.0244,-0.7006,-0.6342,-1.3076,-0.2493,0.0684,-1.405424,-0.3112,-0.6169,0.7068
647,not_cohort,-0.9527,7.572916667,0.8065,0.1686,2.1248,-0.4756,-0.6168,-3.459554956,0.3243,0.3542,-0.4045,0.3403,1.0509,-0.0844,-0.9726,-0.2967,-0.9844,-2.0085,-1.0909,-0.7555,0.8012,-1.0183,-0.3517,-0.5394,-0.4775,0.1406,-2.702864,-1.114,0.7823,-0.1513
648,not_cohort,-0.8449,2.500925926,0.9513,0.2807,-0.4564,0.724,-2.6244,-1.932425252,1.0455,-0.103,-1.591,0.018,-1.0374,-2.8668,-0.8257,0.9035,-1.0857,0.952,-0.6309,-0.9697,-1.5161,-0.1602,-0.5921,0.3588,0.1737,0.5538,-2.810576,-0.5553,1.2776,-0.5896
649,not_cohort,-0.5312,2.355324074,0.7086,0.4932,-1.8034,1.0023,0.1882,-0.97042596,1.8548,-1.7197,-1.1417,-5.849,-0.9158,0.9512,-0.6516,-0.1171,-0.3301,-1.71275,-0.6133,-0.4385,0.0215,-0.101,-0.3034,0.5073,-0.7172,0.5279,-0.472464,5.5252,0.8041,1.1303
650,not_cohort,0.6556,-2.257638889,0.2634,0.2737,1.9669,1.4917,2.5822,1.710885432,0.0134,0.487,0.1756,0.0655,0.7505,0.7748,-1.0221,0.2388,0.9876,-2.84425,1.6152,1.7495,-0.9476,-0.2779,-1.2493,-0.9139,-0.2356,0.0752,4.492352,-0.2977,1.5972,1.1649
651,not_cohort,-0.2216,0.242824074,0.8543,0.7218,0.7641,-2.3419,-0.7174,-0.155757444,1.4135,0.1021,-0.2011,0.7249,0.6169,-0.1771,0.8686,-0.4521,-0.8643,0.76525,-0.4277,-0.9638,0.9662,-0.1452,-1.0165,-0.1319,-0.3714,0.8288,-2.317168,0.1975,-0.4586,-1.1902
652,cohort,-0.3739,-0.663065844,0.8238,0.5274,0.6789,1.1342,-1.8324,6.127220582,-1.0191,0.6219,-1.2178,0.6943,-0.3847,-0.6682,-1.6546,-0.9131,-1.4823,-1.5265,0.4042,0.4171,1.3488,0.0511,-0.9906,1.3686,-0.8321,1.3114,1.834096,-0.1683,0.4077,0.2928
653,not_cohort,-0.7422,-1.160416667,0.8106,0.901,1.5367,0.1872,0.2784,0.885343796,0.3628,0.2247,-0.0571,0.9482,0.6656,-0.7373,0.4712,0.7662,-0.935,-1.8435,-0.4132,-0.8535,0.6726,-0.4568,-0.9399,-0.7749,-0.464,1.527,-2.879936,-1.2937,0.4089,-0.0833
654,cohort,-1.0434,-0.229166667,0.6738,0.9405,-0.2333,0.5806,-2.4758,-4.882139611,0.4066,0.382,-0.5854,1.0054,0.944,-0.8848,0.4182,0.8429,-1.6055,-4.225,-1.0469,-0.7336,0.4874,-1.4339,-0.565,-0.4425,-0.3213,1.0358,-1.249568,-1.2637,-1.3208,0.0234
655,not_cohort,-0.3069,-1.124768519,0.635,0.7404,-1.2608,1.1386,1.482,0.28134198,0.2496,-0.3791,0.702,1.1757,-1.0556,-0.8953,0.4561,0.4802,0.3653,-1.536,0.1841,0.089,-1.2385,-0.4172,-0.8405,-0.3218,-0.4713,0.5092,1.401888,-0.2661,0.2494,0.9191
656,not_cohort,-0.6396,1.813657407,0.9769,1.0336,1.1961,0.3151,-5.0026,-3.77976834,-0.0583,-0.3048,0.3598,-0.2367,-0.9231,-0.9024,-1.264,-0.1445,-1.8009,0.2185,0.3285,-0.8534,0.9432,-1.0632,-1.3576,0.5277,-0.5635,0.0422,-2.898432,-1.2236,-0.1028,-0.2287
657,not_cohort,-0.6435,-1.015740741,1.0319,0.5082,0.2402,0.1502,0.104,-3.845822544,0.7781,0.8338,-0.0304,0.5601,-0.2941,-2.5705,-0.4787,0.4017,-1.7361,-1.72325,0.2047,-0.8816,-2.356,-0.9784,-1.3415,-1.0827,-0.9899,0.6639,-1.95976,-1.5658,-1.4019,-0.1273
658,not_cohort,-0.8664,2.753009259,1.1156,0.9401,-0.3455,0.9879,-0.6838,-2.229261428,-0.3484,0.6122,0.2518,0.8848,0.5328,-1.974,0.452,-0.0757,-0.6901,3.4345,-0.6262,-0.8211,-0.7293,-1.1958,-1.0335,-0.356,0.0301,0.9308,-2.748832,-0.8765,-0.2816,-0.4817
659,not_cohort,-0.971,1.926388889,0.9651,0.8835,1.0305,0.5892,-1.9548,-4.14401786,-1.5501,0.0956,-0.7935,1.0659,0.7875,0.6413,1.5636,-0.1773,-1.0863,-0.308,-0.4678,-0.2209,2.517,-0.2893,-1.0343,-0.7594,-0.4361,0.7388,-0.714816,-0.7028,0.283,0.7668
660,not_cohort,-0.7892,0.747453704,0.4987,0.6319,1.6078,1.3109,0.567,-0.578721812,0.2526,0.6473,-0.2367,0.8818,-0.8303,1.0874,-0.1346,-0.9171,0.2159,0.328,0.6868,-0.7324,0.6495,0.1197,-0.7993,1.1822,-0.5406,-0.2617,-2.77848,0.8217,-0.5482,0.1104
661,not_cohort,-0.4767,0.011805556,1.0081,0.5872,1.3955,0.0832,-3.686,-5.028002516,-1.0146,0.2807,0.1647,0.0159,1.0007,-0.4368,-0.6571,0.0375,-0.4442,-1.971,-0.9268,-1.0803,1.4799,-0.6382,-0.2833,-0.8341,-0.745,-0.1951,-2.091952,-0.9314,0.5424,0.8429
662,cohort,-1.0708,-2.885545267,0.9447,1.7115,0.6272,0.7068,0.8338,-4.378822886,-1.0996,0.5911,1.2156,-0.2248,-0.0313,0.213,-1.0897,0.1749,-1.7449,-1.611,-0.3531,0.551,1.5366,-0.5795,-1.2015,-0.5636,0.2486,0.5151,2.963712,-1.6154,0.0894,-0.1515
663,not_cohort,0.302,-1.809953704,0.6545,1.0457,-0.1663,-0.0894,0.483,0.404751892,-0.6121,0.0299,0.1569,0.3919,-0.7328,-0.2192,0.1745,0.2996,-0.0268,-1.86575,0.7682,0.7597,-0.3964,-0.5597,-1.4061,0.314,-0.8182,-1.1724,1.917056,-0.2807,0.0804,0.6503
664,not_cohort,-0.6413,-1.351388889,0.7241,0.7857,0.542,1.7466,-4.912,-3.149942864,-0.0484,0.4129,0.8115,0.7232,1.3212,-0.1367,-0.9854,-0.9106,-1.1765,-1.02875,-0.6392,-0.7096,0.4094,-0.2582,-0.3928,-0.1776,-0.4754,0.423,-1.193808,-0.9453,-0.5485,-0.7138
665,not_cohort,-1.2197,-1.230324074,0.6724,0.6929,0.7038,1.9504,-3.0396,-5.202244264,-0.3399,0.3622,0.3732,0.7935,-0.7499,0.8008,-0.8563,-1.9498,-1.4871,4.809,-0.3978,-1.0163,-0.8196,-0.8802,-1.0404,-1.038,-0.3489,2.2683,-2.601408,-0.1844,-1.982,-0.3411
666,cohort,-0.4648,-2.160493827,0.5098,0.4298,1.3322,0.66,1.4416,1.145591923,1.0799,-0.2302,0.1487,-0.1123,-0.6419,0.1017,0.0344,-0.4236,0.4605,-0.2105,0.752,0.9612,-0.8795,0.0122,-0.1238,0.3032,-0.5608,-0.1013,3.85016,-0.2882,-0.4819,-0.3742
667,not_cohort,-0.3837,3.398611111,0.2112,-0.3909,0.4663,1.1859,-0.4796,1.522780456,0.7592,-0.4593,-0.5893,-0.5867,-0.9943,0.1191,0.3027,-0.3488,-0.6888,1.96575,1.253,0.4008,0.1715,0.295,0.5297,2.4588,-0.4991,1.0405,1.876256,0.8074,0.0149,0.4116
668,not_cohort,-0.4184,-2.092361111,0.4192,0.9172,-0.44,0.2194,0.739,0.699685272,0.6823,0.8198,-0.8109,0.7323,-0.7892,-0.8676,-0.2142,0.8028,0.048,-1.5375,0.6985,-0.8869,-0.2129,-0.5858,-0.8164,-0.1969,-0.8214,1.181,-2.760528,0.0868,-0.7349,0.9904
669,not_cohort,-0.8467,1.319444444,0.76,0.8641,0.1634,0.6762,-5.6362,-12.82022396,0.5635,0.4127,-0.3439,0.0611,1.3111,-2.2372,-1.4267,-1.1404,-2.887,-2.7965,-0.6916,-0.8213,-1.3216,-0.8867,-1.1755,0.123,0.2136,0.5878,-2.793984,-1.2905,-1.7128,1.5729
670,not_cohort,-0.3622,5.87037037,-0.433,-0.8622,-0.0355,-0.2635,-2.2396,2.084648932,0.8291,-1.4678,-0.524,-1.393,-1.0129,1.693,-0.5039,0.6073,-0.2138,0.2735,-0.7816,3.6493,-0.045,0.1892,-0.3483,0.6593,-0.2698,0.0355,1.022448,-0.8281,1.7516,1.723
671,cohort,0.4015,-2.745627572,0.384,0.0312,0.3284,0.6302,0.112,1.754269181,-1.6652,0.3353,0.2301,-0.7497,-0.5642,-0.6263,-1.4529,0.3119,0.192,-0.68475,1.6409,0.7417,0.6844,-0.6076,-0.8822,-0.7165,-0.6424,-1.0082,2.837232,-0.3939,-0.1065,-0.5863
672,not_cohort,0.3782,0.069444444,0.9483,0.5972,-0.1938,0.4642,-1.0594,1.383060864,-0.479,-0.2802,0.1365,0.6029,-0.7691,-0.9863,-0.8544,0.3172,-0.5827,-1.02825,0.8293,-0.7755,-0.6069,-0.281,-0.703,0.2882,-0.2895,-0.1703,-2.195312,-0.3929,0.232,0.3316
673,not_cohort,0.2575,-0.865972222,0.5819,0.5671,-0.3691,-1.0415,1.757,1.3931185,-0.3092,0.0712,0.1797,0.8468,1.7677,0.0854,-0.152,0.5596,0.015,0.97875,0.9334,0.7965,-0.6047,0.2871,-0.4206,0.4366,-0.2063,0.15,2.140096,-0.2361,0.3771,0.0789
674,cohort,-0.6607,-3.08436214,0.5284,0.7667,-0.3603,0.5414,-0.4204,-1.561814957,-0.0575,0.2831,0.9081,0.3016,2.3257,0.8669,-0.1456,-0.0712,-0.4514,-0.728,0.0971,0.1047,1.4471,-0.5978,-0.4582,0.5085,0.7121,0.8732,1.85504,-0.5613,1.4619,0.4316
675,not_cohort,-0.2621,2.984490741,-0.0577,0.85,0.7202,0.1331,-2.323,-3.162446952,-0.5305,-0.7795,-0.0357,-0.7343,-0.933,0.3221,-0.5545,-2.1516,-1.3575,-2.123,-1.2283,-0.6181,1.2626,-0.5159,-1.096,-0.358,0.3151,-2.0175,-0.978384,-1.204,1.157,0.4262
