index,clinical,EGFR,CDH1,ESR1,GATA3,H3F3B,MKI67,ACTA2,VIM,CASP3,ERBB2,TP53,KRT19,PGR,MYC,FN1,KRT14,SNAI2,MS4A1,VWF,KRT5,CD44,PTPRC,CD68,CD3E,CA9,KRT8,KRT7,RPS6
TCGA-AC-A2BM,not_cohort,-0.8871,0.11,0.186,0.9293,-0.1566,0.0947,-1.0214,-1.2585,0.6142,-0.9708,-0.8952,-0.3451,0.8486,-0.402,-0.5957,-0.7238,-0.8652,0.1847,-0.7581,-2.096,-1.7111,0.7092,-0.4442,0.3586,-1.2584,-0.4139,-0.6828,-1.8904
TCGA-AC-A2FF,cohort,0.1969,-1.5942,-0.4378,0.2645,-0.4676,-0.1147,0.5286,1.2283,0.0513,0.2463,1.0098,-0.9537,0.8648,-0.0654,-0.3966,0.5544,0.9356,0.57065,1.9884,-0.1482,0.2213,1.0861,0.5809,1.0263,-0.8827,-0.8466,0.4968,0.6994
TCGA-AC-A2FG,not_cohort,0.85,-0.5939,0.9049,0.0097,0.389,-1.6738,1.2378,0.0608,-1.21,0.0916,0.4772,-0.0165,-0.0281,0.1611,-1.8049,1.4963,-0.4274,-0.2101,1.0113,0.4107,1.2131,-0.2628,-0.9011,-0.2225,-1.0267,-0.8662,1.1603,0.3412
TCGA-AC-A2FK,not_cohort,1.6026,0.5544,-0.5036,-0.4711,0.0324,-1.9895,1.381,0.2499,-1.157,0.2377,0.3736,-0.7922,1,0.6977,-2.5801,1.2544,0.9679,0.2679,1.0088,0.7312,0.2823,0.4686,-0.4471,0.4204,-0.9581,-1.0949,1.0571,0.3639
TCGA-AC-A2FO,not_cohort,0.2937,-0.0478,0.7703,0.1382,-0.4213,-1.3652,-0.181,0.4426,-0.5866,0.3947,-0.187,0.5795,-0.2768,0.6945,-0.6998,0.6356,0.921,1.5856,1.2941,0.1498,0.3262,1.2637,0.2434,1.1237,-0.8596,-0.8126,0.4366,-0.1058
TCGA-AC-A2QI,not_cohort,-0.0362,-1.0163,0.4537,0.6357,-0.1962,-2.0477,0.1357,0.6803,-0.8384,0.4331,-0.4126,0.3715,-0.7158,-0.5348,-0.0007,0.4929,0.8061,0.836,0.7296,0.5757,0.4058,0.4373,0.287,0.4962,-1.0351,0.0587,0.2213,-0.7716
TCGA-AC-A3BB,cohort,-0.046483333,-0.6242,-0.1169,0.293,-0.4421,-1.6549,0.4197,1.3399,-0.6601,-0.1101,0.3629,0.2065,0.6431,0.8876,0.3265,0.1794,0.3394,0.6171,1.3214,0.6143,-0.364,0.8362,0.7912,1.3209,-0.9247,0.6632,-0.0975,0.8159
TCGA-AC-A3EH,not_cohort,-0.6847,-2.3076,0.4593,0.7506,-0.3255,-0.8053,-0.6015,-0.0794,-0.223,0.7684,0.0858,0.9979,-1.1782,-0.3893,0.5892,0.4192,-0.2241,-1.3111,0.4903,1.0239,0.8659,-0.7132,-0.2619,-0.3005,0.564,0.9619,0.2933,-0.4719
TCGA-AC-A3HN,cohort,0.120933333,-1.7598,0.617,0.4824,-0.5179,-0.2126,0.4217,0.867,-0.3114,0.1798,0.0458,-2.8814,0.0244,-0.4281,0.7576,0.6275,0.4478,0.52435,1.7917,-0.3401,-0.6595,0.6545,0.8059,0.4957,-0.9688,-0.6042,0.5704,-0.4683
TCGA-AC-A3OD,cohort,0.2087,-1.1996,1.1311,0.0939,-1.002,0.0571,-0.7899,-0.023,-0.9332,0.0007,-1.4867,0.2941,1.1014,0.3846,-1.07,0.5083,-0.314,0.35155,0.8658,0.1332,0.4532,1.2981,1.7946,1.1195,-1.0283,-0.7371,0.5924,0.213
TCGA-AC-A3QP,not_cohort,-0.651,-2.2491,-0.4508,0.6209,-0.2138,-2.2925,0.5971,0.3256,-0.9228,0.213,0.3012,0.5893,0.3799,1.188,-0.4005,1.0487,1.0707,0.3168,-0.2879,0.6353,-0.3985,-0.0501,0.6016,-0.0657,-0.5445,0.5949,0.5762,2.3697
TCGA-AC-A3W6,not_cohort,-0.2353,-2.6922,0.4111,0.5006,-0.9815,-0.4759,0.6658,1.4107,0.1784,-0.6626,0.1537,0.0987,-0.7702,-0.4605,0.2745,-1.3459,1.204,0.6319,1.566,0.573,-1.1957,0.5734,0.6976,1.28,-0.9823,0.0861,-1.5717,0.584
TCGA-AC-A3W7,not_cohort,0.4641,-1.205,0.5822,0.6342,-1.3869,-0.2219,0.5327,0.1215,-0.0393,0.0655,-0.0859,0.3362,0.229,-0.586,0.2713,1.2188,0.4406,-0.429,0.5207,0.9052,-0.6111,-0.432,-1.0317,-0.121,-1.2584,0.6137,0.8999,0.363
TCGA-AC-A5EH,not_cohort,-0.9993,0.4623,-0.8304,0.4097,-0.1266,-0.2948,0.8771,0.9342,0.6589,-0.1508,0.3825,-1.8909,-1.1996,-0.4649,1.3241,-0.7073,0.1812,-1.2455,-1.0897,1.4521,-1.5883,0.1795,0.6611,-0.0967,1.2855,1.0215,0.1879,-0.6611
TCGA-AC-A5XS,not_cohort,-1.5044,-1.8078,0.3007,0.2061,-0.447,-0.748,-0.7062,0.6006,-0.6125,-0.2427,0.8497,0.9191,0.018,0.2884,-1.3109,0.2226,-0.5043,1.0741,1.1471,0.6416,-0.6445,0.3548,0.8404,1.0268,-1.0852,0.8662,0.0047,0.4108
TCGA-AC-A5XU,not_cohort,-1.11,0.5977,0.673,0.4713,1.9442,-0.1316,0.9879,0.3006,-0.5054,-0.4106,1.6784,-0.2577,0.8354,1.3347,0.3966,0.2342,0.2085,-0.774,0.5817,0.1846,-0.8096,-0.9012,-0.2452,-0.3738,-0.5255,0.2792,0.0453,-0.4037
TCGA-AC-A62Y,not_cohort,-1.5211,1.053,0.9545,0.4081,-0.1511,-1.5408,-0.4992,0.166,-0.4294,-0.5601,-0.7967,0.0159,1.2297,0.5012,-0.3876,-2.2034,-0.4575,-0.6988,-0.3393,-0.2653,0.5832,0.2956,0.9121,0.0085,-1.1018,0.0733,-2.2769,-0.4876
TCGA-AC-A6NO,not_cohort,-0.4017,-0.1045,0.2719,0.7825,-0.1861,-0.2526,-0.0544,-0.7916,0.0128,0.2586,0.9868,0.0023,0.968,0.0058,-0.3655,0.6506,-0.1209,0.2261,-0.126,0.4235,0.0475,-0.7345,-1.5824,-0.4086,-0.2677,0.5323,0.3763,0.4465
TCGA-AC-A8OR,not_cohort,-0.7764,0.4561,0.7595,0.6371,-0.6819,-1.1752,-1.2133,1.1263,-1.1315,-0.6428,0.7677,0.9312,0.9042,1.551,-1.3618,-0.2051,-1.8928,-1.1749,-1.3404,-0.195,0.7595,-0.8232,-0.1372,-1.619,1.1064,1.2728,-0.4324,0.8689
TCGA-AN-A03Y,not_cohort,-1.4543,-2.5187,0.7454,0.8957,-1.03,0.1521,-0.6966,-0.8954,-0.1993,-0.5029,1.1995,-0.516,1.2177,1.6321,-0.4532,-0.7238,-1.158,0.3796,0.0224,-0.8081,1.3227,0.118,-0.1563,0.5452,-1.1197,-0.1366,-0.8296,0.3168
TCGA-AN-A046,not_cohort,-0.1377,0.1342,0.8206,0.3123,-1.1444,-0.0103,-0.4067,-0.0199,-0.0973,-0.0439,-0.0314,-0.0328,1.512,0.7122,0.6657,-0.1673,0.135,0.1955,0.172,-0.0726,1.0989,0.7667,0.9167,1.2064,-0.3308,0.2998,-0.269,1.1775
TCGA-AN-A049,not_cohort,-0.1043,-0.0452,1.0162,0.4568,0.6601,0.6334,0.3622,-0.1215,-1.6449,0.6266,0.5672,-0.0675,0.8315,0.2079,0.9003,-0.2473,0.0044,0.1829,0.5781,0.1309,-0.0061,0.1276,0.6298,0.3148,-0.7004,0.3544,0.2987,-1.3916
TCGA-AN-A04A,not_cohort,0.5196,1.0425,0.2281,0.4547,-0.0454,0.2109,1.2435,0.7119,-0.5662,-0.7042,0.7162,-0.261,0.0763,0.7951,1.7405,0.9973,1.2244,-0.962,0.5399,-0.2651,0.2501,-0.5814,-0.2893,-0.0658,0.8157,-0.1577,0.9531,0.5175
TCGA-AN-A0AM,not_cohort,-0.1247,0.5346,0.8675,0.476,0.508,0.4073,-0.0779,-0.7098,0.6168,-1.031,0.5949,-0.5583,-1.184,-0.5381,1.88,0.24,-0.5602,-0.3839,-0.7562,-0.5518,1.3041,-0.1461,0.2682,0.514,0.9747,-0.4274,0.1185,0.1699
TCGA-AN-A0AS,not_cohort,0.4915,0.1969,0.1254,0.3327,-1.7231,0.093,0.3319,1.1215,-0.8426,-0.6419,0.2444,-0.089,-0.9725,0.1549,1.4238,-2.03,0.4693,-1.9118,-0.2636,0.4623,-0.2319,-0.2198,1.3035,-0.7657,0.8763,0.1676,-2.1854,2.4238
TCGA-AN-A0FF,not_cohort,-0.399,0.6264,0.3264,1.0925,-0.2639,0.6452,-0.678,-0.1041,0.276,-0.4837,0.2645,0.7783,0.3739,-0.6086,0.2122,-1.2481,-0.1622,0.2473,0.1547,-0.3231,-1.121,0.5333,1.3707,0.3858,-0.717,0.8851,-1.8427,-0.6849
TCGA-AN-A0FW,not_cohort,-0.1926,1.0111,0.914,0.2947,4.2819,-0.0484,-0.6736,-0.1744,0.9122,-0.953,0.3502,-0.5165,0.5634,0.0391,-0.2052,0.0042,-0.0776,0.1842,1.3607,-1.1309,-2.081,-0.4685,-0.5454,0.1339,-1.1352,-0.3012,-0.0733,0.5492
TCGA-AN-A0FY,not_cohort,-0.606,0.916,0.5786,0.5556,-1.4883,0.8718,0.4099,-0.164,-0.5679,-0.6777,1.6315,0.0193,1.3993,1.0798,0.8866,-0.3844,0.4382,-0.7594,-0.3914,-2.2363,0.7509,-0.6326,-0.333,-0.4269,1.3337,1.3463,-0.5489,0.6654
TCGA-AN-A0XL,not_cohort,0.5846,0.1086,0.6657,-0.0176,-0.0573,-0.423,1.0107,1.1691,-0.5378,0.2824,-0.8233,0.6449,0.4482,0.6657,0.0592,0.4436,0.0507,-0.5105,2.0185,-0.2636,-1.0497,-0.4181,-0.7469,-0.6706,-0.7283,0.2006,0.3246,-0.6497
TCGA-AN-A0XN,not_cohort,0.4949,-0.3116,0.0241,-0.1893,-1.2912,-0.1097,1.5135,1.8185,1.9201,-1.0798,0.444,-0.5387,1.6578,0.2426,2.8454,-1.258,1.0504,-1.4228,0.5262,-0.682,0.9925,0.7489,1.5845,-0.0365,1.6764,-0.7418,-0.5791,-0.2796
TCGA-AN-A0XO,not_cohort,0.2647,0.3186,0.8155,0.4691,0.1209,-0.1531,1.1683,0.2205,0.219,0.2504,-0.3159,0.9059,1.1847,-0.9935,1.0008,0.834,0.0941,-1.778,0.0062,0.7137,0.6664,-2.0254,-1.4841,-1.6888,1.3251,1.3558,0.6516,0.8444
TCGA-AN-A0XR,not_cohort,-0.8694,-0.0334,0.9591,0.7445,2.1845,0.5768,-0.3102,1.2844,0.6318,-0.8397,0.334,0.1507,0.07,-1.6032,-0.0555,-0.8674,-0.2875,-1.9118,-1.208,-0.0705,-2.2546,-1.6713,-1.2557,-1.3071,0.4054,0.3307,-0.8919,-0.9118
TCGA-AN-A0XS,not_cohort,-0.3484,0.1158,0.5987,0.2284,0.7735,-0.8393,0.7524,0.5973,-1.1522,-0.0874,0.4738,0.4686,1.4936,-1.6831,0.9498,0.1224,0.1106,1.0698,0.3236,-0.0124,0.2507,0.5206,0.5024,0.8252,-0.8789,1.0983,0.0271,-0.5679
TCGA-AN-A0XT,not_cohort,-0.5248,0.8343,1.1474,0.8149,0.9845,-0.855,0.2452,-0.2729,-1.4067,-0.6071,0.3316,-0.6801,-0.2521,0.2546,-1.05,-0.1859,-0.9795,0.2056,1.3657,-0.674,2.0479,-1.1147,-1.808,-0.4917,-0.9761,0.1866,-0.0661,0.5867
TCGA-AO-A03M,not_cohort,0.2321,1.4315,-0.0735,0.5932,2.1343,0.4887,-0.7075,-0.262,1.593,0.5273,-1.5484,0.7957,0.5393,0.0373,-0.2003,0.3551,0.0415,0.9123,0.4408,-0.3291,-0.8568,1.1337,1.2939,0.9983,-0.9284,1.7501,0.2314,-0.4144
TCGA-AO-A03N,not_cohort,-0.3848,0.2964,0.1698,0.798,1.3876,-1.0231,1.5194,0.8582,0.3254,-0.741,1.1284,0.055,-0.9557,-2.7936,0.4451,-1.0092,1.3192,-0.5598,-1.0311,0.6772,-1.9718,-1.9537,-2.2853,-1.1062,1.0277,0.9581,-0.8736,0.4519
TCGA-AO-A03O,not_cohort,-1.0133,0.363,0.7028,0.5116,-0.2372,1.0925,-1.3834,-1.2703,0.3594,-0.2939,0.5154,0.0155,0.5544,0.4446,-0.9824,-0.5465,-1.3471,0.1208,-0.2443,-1.764,-1.5963,0.4752,0.5096,0.5286,-0.5605,-0.4803,-0.5338,-0.7879
TCGA-AO-A03P,not_cohort,-1.6325,0.5027,0.8157,1.0104,0.5347,-0.4861,-0.044,-0.8422,0.4802,-0.0285,1.2213,0.9881,0.6575,0.9473,-0.2006,-1.9208,-0.5078,-0.9235,-0.2597,-0.9263,1.2272,-0.7214,-0.8452,-0.6742,-0.2823,-0.1993,-1.7945,0.993
TCGA-AO-A03R,not_cohort,0.085,0.2113,0.6091,0.8025,0.8313,1.2984,1.2219,0.1352,-0.5012,-1.4858,0.0762,0.8218,-0.1628,1.4007,-1.4029,1.2151,0.0155,0.9174,0.5802,-0.499,0.8241,0.2778,-1.1039,1.137,-1.2584,2.3128,1.1338,1.601
TCGA-AO-A03T,not_cohort,-0.2162,0.8205,0.18,0.2825,1.6792,-0.0894,0.9136,-0.0451,-1.6266,-0.4567,-0.4899,1.4816,0.0204,0.0633,-1.5829,0.664,0.5649,0.0049,-0.5859,0.8476,1.533,-0.5898,-1.0079,0.7256,-1.2584,0.3942,0.8405,0.5884
TCGA-AO-A03V,not_cohort,-0.1292,1.0995,0.2188,0.0982,-0.9228,0.3215,-0.3712,-0.4661,-1.1392,-0.3881,0.2528,-0.414,0.9317,0.3417,-0.1203,0.0186,-0.0331,-0.1059,0.5168,-0.1778,-1.0983,-0.6228,-1.4845,-0.1518,-1.1082,0.3876,0.0981,-0.8888
TCGA-AO-A0J3,not_cohort,-2.2166,0.3723,0.8401,1.2524,-0.4634,0.2701,-1.7236,-2.3571,1.416,-0.8553,-0.0131,-0.1007,0.3488,-0.3363,-1.7861,-0.6163,-2.1297,-0.956,-1.1836,-2.5785,-0.5623,-1.2027,-1.4811,-0.9246,-1.2584,-1.3154,-0.8372,-0.9975
TCGA-AO-A0J5,not_cohort,0.4719,0.9032,0.4869,1.1198,-0.0028,0.3258,0.7804,0.6189,-0.8195,-0.1362,0.3354,-1.1013,-0.942,-1.7224,1.3183,-1.2519,0.5102,-0.9745,0.6322,-2.39,-0.1553,-0.1632,0.2479,-0.3681,-1.2584,-0.5491,-1.2292,-0.4401
TCGA-AO-A0J7,not_cohort,-0.9105,0.398,0.9271,0.7944,-0.5364,0.7327,-0.543,-1.3078,-0.7214,-0.0345,1.0321,0.3726,0.339,1.4092,-0.3368,-0.1447,-0.5544,-1.4363,-0.9267,0.0616,-1.1351,-1.6323,-1.155,-1.0178,-1.2584,-0.3208,-0.0706,1.3246
TCGA-AO-A0J8,not_cohort,-0.6232,-2.6111,0.7199,0.7201,-0.9485,-0.3439,-0.0544,-0.0684,0.0198,0.2319,0.8123,0.6793,0.8601,-1.3636,0.7402,-1.078,-0.5074,-0.0241,-0.5741,0.8021,-0.0535,0.0743,0.5639,0.4854,-0.3679,-0.6878,-1.203,0.1129
TCGA-AO-A0J9,not_cohort,0.1697,-2.1416,0.4251,0.5444,-0.515,0.2,2.0203,2.1047,-1.8121,-0.9787,1.285,0.2051,0.3894,-0.6179,0.1151,0.4491,0.3891,0.1526,1.3727,0.5128,-0.7405,0.0017,1.4528,1.1901,-0.8963,0.8347,0.3108,2.5359
TCGA-AO-A0JA,not_cohort,0.5744,0.5026,0.3247,0.2416,0.5745,0.3606,0.7103,0.1495,1.5396,-0.4541,0.2917,-0.0544,0.0766,-1.1041,1.196,-0.1137,0.8457,-1.026,0.4218,0.6691,-0.6678,0.429,0.7514,0.1171,-1.2584,0.446,0.2068,-1.5669
TCGA-AO-A0JB,not_cohort,-0.245,-0.2778,0.1267,0.5447,0.7376,-0.1441,1.3404,0.5858,-0.9188,-0.6442,-0.6089,0.7438,0.1267,0.3749,-1.4907,1.2643,1.1707,0.1055,-0.1548,0.9946,-0.6213,-0.9153,-0.2059,0.6004,0.9464,0.7874,1.1233,3.3818
TCGA-AO-A0JC,not_cohort,-0.1659,-1.175,0.0579,-0.533,-0.2451,0.1223,-1.1301,1.2703,0.2696,-1.9821,0.3706,-0.9328,-0.1193,-0.0302,-1.6792,0.1536,-0.4692,2.467,1.6214,-0.9736,1.0287,3.2349,0.7343,2.9401,-0.4604,-1.3503,1.0436,1.242
TCGA-AO-A0JD,not_cohort,-0.2102,0.1333,0.5451,0.2254,0.0934,0.6935,-1.1274,-1.5486,1.3417,-0.5249,0.3445,-0.3545,0.5435,0.4396,-0.9148,0.4241,-0.8504,0.286,-0.8972,-0.4849,0.076,0.0248,-0.2245,0.0607,1.5129,-0.382,1.1768,0.7862
TCGA-AO-A0JF,not_cohort,0.6708,0.3038,0.5145,0.0951,-0.6917,-0.9143,0.2747,1.0631,0.376,-0.11,-0.192,0.2304,0.6656,-0.8841,0.4997,-0.1496,1.0259,0.2303,1.9636,-0.6787,0.2707,0.7868,0.4729,0.4412,-0.3168,-0.465,0.8404,-0.1348
TCGA-AO-A0JG,not_cohort,0.4594,0.7172,0.5024,1.3762,1.7345,-1.1614,-0.0555,-0.1638,-0.0081,-0.2587,-0.0494,-0.3856,-0.2985,-0.5582,-0.7777,0.6334,-0.1708,1.3122,1.1836,-0.6413,-0.1875,1.2135,-0.029,1.1435,-1.2584,-1.0945,0.3984,-0.3506
TCGA-AO-A0JI,not_cohort,-0.0482,0.2879,0.8328,1.2708,0.0268,0.3821,-1.7704,-1.3627,0.0812,0.2227,0.0271,0.5744,-0.6047,0.8539,-2.286,0.2747,-1.3968,0.6819,-0.9768,-1.8317,-0.7415,-0.124,-1.8177,-0.3389,-1.2584,0.1519,0.1866,-0.3872
TCGA-AO-A0JJ,cohort,0.149316667,-1.682,0.7657,0.5413,0.6276,0.1942,0.1903,0.3643,-0.1209,-0.652,-0.1752,-0.565,0.888,-0.6298,-0.1742,0.6083,0.1066,0.5198,1.2873,-0.2498,0.8779,1.2236,0.2438,1.0978,-1.2584,-0.8805,0.5656,0.6544
TCGA-AO-A125,not_cohort,-2.0937,-0.2058,1.0701,0.7881,0.2956,-0.6129,-0.1452,-1.882,-0.4617,-0.1991,0.405,0.7931,1.5934,-2.0516,-1.6287,-2.3166,-1.5642,-1.1184,-0.9055,-0.6559,0.5047,-2.4489,-1.6161,-3.438,1.885,0.3932,-2.1726,0.5813
TCGA-AO-A126,not_cohort,-1.2238,0.1894,-0.0897,1.0883,0.1881,-0.7224,1.9028,1.3854,-0.6661,-0.2037,-0.0855,0.8839,-0.3857,-0.9604,0.0984,-2.006,0.471,-1.405,0.3252,0.7225,1.2444,-0.8473,-0.4148,0.3612,-1.1074,0.1977,-1.8186,1.9665
TCGA-AO-A12A,not_cohort,0.9495,0.3375,0.356,0.7562,-0.4167,-0.1699,0.8872,-0.0328,-0.3113,-0.2676,1.115,-0.4024,1.4015,0.2594,0.0329,0.9407,0.9506,0.3606,0.7016,-0.0092,0.9992,0.4212,-0.1643,0.4381,0.4787,0.4431,0.9152,0.5275
TCGA-AO-A12B,not_cohort,-1.8794,0.177,1.1771,0.5818,0.0661,-0.6481,-0.7079,-1.9659,-1.3056,-0.8376,-0.2491,-0.9231,1.4138,-0.3478,-1.7961,-2.1153,-1.374,-1.304,-0.5687,-2.7554,1.397,-1.0185,-0.6201,-0.7635,0.1156,0.0215,-2.6034,0.0959
TCGA-AO-A12E,cohort,0.177633333,-0.3263,0.2433,0.1783,0.9655,0.5258,0.115,0.3138,-1.0911,-0.0157,0.16,1.0425,0.7408,0.6627,-0.4246,0.9965,0.3598,-0.6036,0.7315,-0.1757,-0.5047,0.2269,0.5068,-0.6153,-1.2584,1.0672,0.9095,-0.7789
TCGA-AO-A12H,not_cohort,-1.8426,0.8608,1.2563,1.0418,-0.1662,-0.8948,-0.5518,-1.1002,-0.9945,-0.5466,0.3289,-0.6286,-0.1621,0.4947,-0.8713,-2.1689,-0.9987,-1.3914,-0.0298,-2.6304,0.4778,-0.7895,-0.5151,-1.1543,-1.0027,-0.6867,-2.2627,0.4779
TCGA-AO-A1KO,not_cohort,1.9088,0.3093,0.0013,-0.5179,0.03,-2.1065,1.7125,-0.231,-0.4627,-0.8153,0.7391,-1.1715,0.7832,2.041,-1.8559,1.0335,1.6887,-0.5806,0.5681,-0.0703,0.1776,-0.0837,-1.1093,0.1014,-1.1274,-2.4197,1.0595,1.6158
TCGA-AO-A1KP,not_cohort,-1.228,0.0983,0.8271,1.3478,1.4351,0.0667,-0.1739,-1.1486,0.0678,-0.8009,1.6754,-0.1758,1.2906,-0.0343,-0.1748,-0.4395,-0.35,-1.0185,-3.0145,-0.3413,-0.9152,-1.9729,-3.3668,-1.2638,-0.8148,0.4283,-0.4475,0.6242
TCGA-AO-A1KQ,not_cohort,-2.1149,0.2753,0.7015,0.7038,2.4698,0.1921,0.0816,-0.2185,0.2668,-0.3135,0.1128,1.1504,0.8306,0.5765,-0.4398,-1.9472,-0.4055,0.899,-1.2342,0.3294,-1.3854,0.1274,0.4465,1.1171,0.0276,2.1146,-2.6034,0.1404
TCGA-AO-A1KS,not_cohort,0.1185,0.0178,0.9766,0.6229,0.9756,1.2861,-0.4508,-1.4568,1.984,-0.5139,-2.9941,-1.8496,1.5348,0.2226,0.1406,-0.4851,0.1178,-0.1335,-0.9389,-1.7011,-0.9486,0.5904,-0.214,0.1329,-1.2584,-1.5576,-0.221,-0.8064
TCGA-AO-A1KT,not_cohort,-0.9883,1.0947,0.2962,0.7753,0.7251,-0.0674,1.1864,0.3825,1.6207,-0.0534,0.7146,0.4014,0.3392,0.3774,0.7782,-0.0776,0.0761,-0.3703,-0.2403,-0.2496,-0.2953,-0.4043,0.2683,-0.5525,-0.3269,0.8005,-0.1312,-0.1555
TCGA-AQ-A1H3,not_cohort,0.3282,-0.1813,0.6614,0.7818,0.6206,0.2327,0.1223,0.1828,-0.1712,0.612,-0.2206,-0.4622,1.2329,-0.0881,0.6388,0.121,0.1392,0.7172,0.9227,-0.8936,1.0013,0.6418,-0.3174,0.5757,-0.3299,-0.0047,0.0315,-0.1177
TCGA-AQ-A54O,not_cohort,-2.2856,0.6141,0.3867,0.8725,0.887,-1.3427,-0.2038,-0.6287,0.1717,-0.3987,0.538,0.5824,0.3691,-1.4912,-0.5047,-0.786,-1.2702,0.6043,-3.2808,-0.603,-0.8563,-0.9381,-0.5034,-0.005,-1.2584,0.7712,-0.9219,0.1489
TCGA-AQ-A7U7,not_cohort,0.2538,-2.2103,0.0192,0.1325,-0.8393,-0.8848,-0.0156,0.6151,-0.0038,-0.7092,0.0295,0.3173,1.1131,0.2919,-0.0262,0.153,0.826,1.8048,1.5553,0.0999,-0.3409,1.8149,0.8655,1.5841,0.1413,-0.2975,0.2833,-0.8099
TCGA-AR-A0TP,cohort,0.2184,0.3698,-2.7708,-4.4519,-0.9556,1.4131,1.6919,1.2944,-0.4796,-0.9891,0.2938,-1.3966,-1.677,0.1496,0.0404,1.1061,0.8757,-0.8102,-0.5495,0.2513,1.3405,-1.4562,-0.7314,-2.4994,1.6765,-0.9047,-0.4035,0.944
TCGA-AR-A0TR,not_cohort,-1.5967,1.1923,1.0507,1.0876,-1.2742,-1.1423,-2.8711,-3.0028,-0.8032,0.1279,-0.951,0.1535,1.4006,-3.1682,-3.1074,-2.013,-3.4023,0.9736,-0.5862,-0.4194,1.0756,-0.0898,-2.0723,-0.0573,-1.1482,-0.1122,-2.3596,-0.2169
TCGA-AR-A0TT,not_cohort,-0.1993,0.3233,0.251,0.6768,-1.0381,0.682,-0.5182,0.2514,-0.271,-0.6734,1.1284,-0.7658,-1.0917,0.4876,0.8869,-2.3081,-0.004,1.6963,-0.1194,-2.2747,0.9106,1.8724,1.7728,1.5347,0.387,-0.5705,-1.8566,-0.1074
TCGA-AR-A0TV,not_cohort,-2.0017,-0.0789,1.196,0.4089,-0.1719,0.7471,-1.9066,-0.8785,-0.8652,-0.7832,-0.0886,0.2262,0.9464,1.136,-1.1086,-2.0926,-1.5986,0.1503,-0.5456,-3.2924,0.5442,0.6907,0.9182,0.623,-1.2584,-1.2759,-1.86,-1.1189
TCGA-AR-A0TW,not_cohort,-1.2104,1.1688,0.0899,0.8483,-0.5217,-0.6148,-1.0833,-1.0807,1.7667,-0.002,-0.4649,0.832,0.0853,1.0309,-0.1363,-1.1461,-1.0434,0.105,-0.4466,-3.0509,0.5887,0.6793,0.6754,0.6012,-0.7384,0.4896,-0.849,-0.9715
TCGA-AR-A0TY,not_cohort,-0.3845,1.7529,0.7781,0.2504,-0.7618,1.2738,-1.2726,-0.8175,-0.0413,-0.5308,0.9723,0.1035,-1.1037,-0.0308,-0.8141,-0.1956,-0.1508,0.8183,-0.2504,-2.0866,-2.8136,-0.5499,-0.8801,-0.7808,-1.2584,1.7096,-0.0424,-0.1116
TCGA-AR-A0TZ,not_cohort,-0.2532,0.9666,0.4728,1.005,-0.3713,1.1344,-1.0693,-1.0663,0.3225,0.2934,0.1706,-0.2622,1.0511,1.5786,0.4606,-0.5628,-0.8452,-1.3396,-0.3998,-1.8291,-2.5186,-0.223,-0.9181,-0.9858,-1.1523,0.7829,-0.3653,-0.6166
TCGA-AR-A0U2,not_cohort,-0.2729,0.1459,0.3011,0.2589,1.0042,1.662,-1.2323,-1.2019,2.1462,-0.2232,0.5691,-0.7605,0.1096,0.726,-0.4899,-1.6152,-0.8912,-0.112,-0.0948,-3.3061,-1.799,0.6156,-0.1536,0.3717,-1.1358,0.2459,-0.8791,-2.2491
TCGA-AR-A0U3,not_cohort,-0.5188,0.5713,1.0093,0.7335,-0.8797,1.9384,-1.2647,-1.4274,-0.3927,-0.4992,-2.5029,-0.2857,0.3192,-0.1009,-0.3614,0.1908,-0.9523,-0.0706,-0.3162,0.3789,-1.3629,0.0265,-0.6295,-0.3093,-1.2584,0.4806,0.055,-1.5623
TCGA-AR-A1AH,not_cohort,0.872,-0.3999,-2.7783,-0.5954,0.2188,0.3379,-1.1067,-0.8197,0.469,-0.1923,-2.5229,-1.132,-1.6757,0.4268,-0.4614,-0.1676,-0.0817,-0.9505,-0.7657,-0.0368,-0.3673,-1.1866,-1.9967,-1.2775,0.6963,-1.6751,0.6428,-0.301
TCGA-AR-A1AJ,not_cohort,1.1399,0.0648,-1.2909,-0.8162,-0.8768,1.264,-1.1061,0.3844,2.3987,-1.4366,1.5274,-1.6326,-1.3546,1.1561,0.0829,-0.2616,0.0527,1.7654,0.9852,-0.58,0.3211,1.8241,1.6807,1.539,0.5058,-2.5018,0.6483,-0.5513
TCGA-AR-A1AK,cohort,0.1477,-0.1372,0.2893,0.2669,0.0453,-0.4213,0.477,-0.128,-0.453,-0.0085,0.1277,0.9955,0.6966,0.828,-0.589,0.9633,-0.4697,-0.014,1.6086,0.0138,-0.3905,1.1781,1.1473,0.5964,-0.828,0.3541,0.862,-1.02
TCGA-AR-A1AL,cohort,0.179483333,-0.4715,0.2639,0.1861,-0.4342,-0.1992,0.9259,0.1259,-0.4658,-0.1541,0.1255,-0.682,1.2699,0.8465,-0.0383,0.9557,0.6221,0.27415,1.1889,-0.0894,0.2672,0.6301,-1.079,0.2727,-0.5002,-0.0822,0.7718,0.055
